100	卡冈图亚的粗皮	5 / 7 / 10 / 12 / 15	670 / 685 / 700 / 705 / 715	29023000
99	嵌齿象的粗皮	5 / 7 / 10 / 12 / 15	658 / 673 / 688 / 693 / 703	23789000
98	斧喙魔鸟的翼膜	5 / 7 / 10 / 12 / 15	655 / 670 / 685 / 690 / 700	22979000
97	圆扇刺梨	5 / 7 / 10 / 12 / 15	652 / 667 / 682 / 687 / 697	20957000
96	犎牛肩肉	5 / 7 / 10 / 12 / 15	649 / 664 / 679 / 684 / 694	20322000
96	犎牛兽毛	5 / 7 / 10 / 12 / 15	649 / 664 / 679 / 684 / 694	20322000
95	风滚蟹的枯草	5 / 7 / 10 / 12 / 15	646 / 661 / 676 / 681 / 691	18263000
94	小鸣鼠的刃爪	5 / 7 / 10 / 12 / 15	643 / 658 / 673 / 678 / 688	17534000
94	拟鸟枝的果实	5 / 7 / 10 / 12 / 15	643 / 658 / 673 / 678 / 688	17534000
94	狞豹的粗皮	5 / 7 / 10 / 12 / 15	643 / 658 / 673 / 678 / 688	17534000
93	沼泽鬼鱼的腿肉	5 / 7 / 10 / 12 / 15	640 / 655 / 670 / 675 / 685	15912000
92	小亚波伦的甲壳	5 / 7 / 10 / 12 / 15	635 / 650 / 665 / 670 / 680	15348000
92	锤头鳄的粗皮	5 / 7 / 10 / 12 / 15	635 / 650 / 665 / 670 / 680	15348000
91	毒蛙的粘液	5 / 7 / 10 / 12 / 15	630 / 645 / 660 / 665 / 675	13659000
91	巨龙舌兰的球茎	5 / 7 / 10 / 12 / 15	630 / 645 / 660 / 665 / 675	13659000
90	羊驼的里脊肉	5 / 7 / 10 / 12 / 15	620 / 635 / 650 / 655 / 665	13278000
90	奥阔银狼的粗皮	5 / 7 / 10 / 12 / 15	620 / 635 / 650 / 655 / 665	13278000
89	潜能量碎晶	5 / 7 / 10 / 12 / 15	528 / 543 / 558 / 563 / 573	10838000
88	贝尔卡楠的树液	5 / 7 / 10 / 12 / 15	525 / 540 / 555 / 560 / 570	10459000
88	蛇牛的粗皮	5 / 7 / 10 / 12 / 15	525 / 540 / 555 / 560 / 570	10459000
86	厄尔庇斯之鸟胸肉	5 / 7 / 10 / 12 / 15	519 / 534 / 549 / 554 / 564	9231000
86	彩蝶鳞粉	5 / 7 / 10 / 12 / 15	519 / 534 / 549 / 554 / 564	9231000
86	厄尔庇斯之鸟蛋	5 / 7 / 10 / 12 / 15	519 / 534 / 549 / 554 / 564	9231000
86	金毗罗鳄的粗皮	5 / 7 / 10 / 12 / 15	519 / 534 / 549 / 554 / 564	9231000
84	炸药怪的灰	5 / 7 / 10 / 12 / 15	513 / 528 / 543 / 548 / 558	7948000
84	慕斯怪的肉	5 / 7 / 10 / 12 / 15	513 / 528 / 543 / 548 / 558	7948000
84	赛加羚羊的粗皮	5 / 7 / 10 / 12 / 15	513 / 528 / 543 / 548 / 558	7948000
83	月面仙人刺的花	5 / 7 / 10 / 12 / 15	510 / 525 / 540 / 545 / 555	7948000
82	麝牛奶	5 / 7 / 10 / 12 / 15	505 / 520 / 535 / 540 / 550	6942000
82	阿尔马斯提毛发	5 / 7 / 10 / 12 / 15	505 / 520 / 535 / 540 / 550	6942000
82	山鸡的粗皮	5 / 7 / 10 / 12 / 15	505 / 520 / 535 / 540 / 550	6942000
81	亚考牛肩肉	5 / 7 / 10 / 12 / 15	500 / 515 / 530 / 535 / 545	6942000
80	庵摩罗果	5 / 7 / 10 / 12 / 15	495 / 510 / 525 / 530 / 540	5992000
80	桓娑鸟胸肉	5 / 7 / 10 / 12 / 15	495 / 510 / 525 / 530 / 540	5992000
80	伽迦象的粗皮	5 / 7 / 10 / 12 / 15	495 / 510 / 525 / 530 / 540	5992000
79	水螅虫的伞盖	5 / 7 / 10 / 12 / 15	398 / 413 / 428 / 433 / 438	5256000
79	卡部斯的肉	5 / 7 / 10 / 12 / 15	398 / 413 / 428 / 433 / 438	5256000
78	海燕的粗皮	5 / 7 / 10 / 12 / 15	395 / 410 / 425 / 430 / 435	5256000
77	力山羊的兽毛	5 / 7 / 10 / 12 / 15	392 / 407 / 422 / 427 / 432	4377000
77	缠尾蛟的粗皮	5 / 7 / 10 / 12 / 15	392 / 407 / 422 / 427 / 432	4377000
76	力山羊肉	5 / 7 / 10 / 12 / 15	389 / 404 / 419 / 424 / 429	4377000
75	吸血藤的树汁	5 / 7 / 10 / 12 / 15	386 / 401 / 416 / 421 / 426	3771000
75	吸血草杯的卷须	5 / 7 / 10 / 12 / 15	386 / 401 / 416 / 421 / 426	3771000
74	野蛮盗龙的粗皮	5 / 7 / 10 / 12 / 15	383 / 401 / 416 / 421 / 426	3771000
73	鹦鹉蛋	5 / 7 / 10 / 12 / 15	380 / 395 / 410 / 415 / 420	3324000
73	鹦鹉的羽毛	5 / 7 / 10 / 12 / 15	380 / 395 / 410 / 415 / 420	3324000
72	绿飘龙的粗皮	5 / 7 / 10 / 12 / 15	375 / 395 / 410 / 415 / 420	3324000
71	秧鸡胸脯肉	5 / 7 / 10 / 12 / 15	370 / 385 / 400 / 405 / 410	3018000
71	丝蛾的鳞粉	5 / 7 / 10 / 12 / 15	370 / 385 / 400 / 405 / 410	3018000
71	阱蛇麻的叶子	5 / 7 / 10 / 12 / 15	370 / 385 / 400 / 405 / 410	3018000
71	斯剑虎的粗皮	5 / 7 / 10 / 12 / 15	370 / 385 / 400 / 405 / 410	3018000
70	岛狼的牙	5 / 7 / 10 / 12 / 15	270 / 285 / 300 / 305 / 310	3018000
70	真狮鹫的粗皮	5 / 7 / 10 / 12 / 15	270 / 285 / 300 / 305 / 310	3018000
70	瞪羚的粗皮	5 / 7 / 10 / 12 / 15	270 / 285 / 300 / 305 / 310	3018000
69	玉茧	5 / 7 / 10 / 12 / 15	268 / 283 / 298 / 303 / 308	2833000
69	长颈骆肉	5 / 7 / 10 / 12 / 15	268 / 283 / 298 / 303 / 308	2833000
68	魔象的粗皮	5 / 7 / 10 / 12 / 15	265 / 280 / 295 / 300 / 305	2833000
68	曼殊师里的毛发	5 / 7 / 10 / 12 / 15	265 / 280 / 295 / 300 / 305	2833000
67	刺草鬃毛	5 / 7 / 10 / 12 / 15	262 / 277 / 292 / 297 / 302	2658000
67	瞪羚角	5 / 7 / 10 / 12 / 15	262 / 277 / 292 / 297 / 302	2658000
66	猛虎的粗皮	5 / 7 / 10 / 12 / 15	259 / 274 / 289 / 294 / 299	2658000
66	草原牛奶	5 / 7 / 10 / 12 / 15	259 / 274 / 289 / 294 / 299	2658000
66	犏牛肩肉	5 / 7 / 10 / 12 / 15	259 / 274 / 289 / 294 / 299	2658000
65	犏牛角	5 / 7 / 10 / 12 / 15	256 / 271 / 286 / 291 / 296	2620000
64	牛鬼的粗皮	5 / 7 / 10 / 12 / 15	253 / 268 / 283 / 288 / 293	2620000
63	刺球爆弹怪的刺	5 / 7 / 10 / 12 / 15	250 / 265 / 280 / 285 / 290	2615000
63	红角犀鸟胸肉	5 / 7 / 10 / 12 / 15	250 / 265 / 280 / 285 / 290	2615000
62	迦迦纳怪鸟的粗皮	5 / 7 / 10 / 12 / 15	245 / 260 / 275 / 280 / 285	2615000
62	犀甲虫甲壳	5 / 7 / 10 / 12 / 15	245 / 260 / 275 / 280 / 285	2615000
62	鳞粉	5 / 7 / 10 / 12 / 15	245 / 260 / 275 / 280 / 285	2615000
61	姆德斯德角	5 / 7 / 10 / 12 / 15	235 / 250 / 265 / 270 / 275	2510000
61	迦迦纳怪鸟蛋	5 / 7 / 10 / 12 / 15	235 / 250 / 265 / 270 / 275	2510000
60	奇美鬃毛	5 / 7 / 10 / 12 / 15	130 / 145 / 160 / 165 / 170	2510000
59	狮鹫钩爪	5 / 7 / 10 / 12 / 15	128 / 143 / 158 / 163 / 168	2471000
59	狮鹫的粗皮	5 / 7 / 10 / 12 / 15	128 / 143 / 158 / 163 / 168	2471000
59	安菲瑟龙的粗皮	5 / 7 / 10 / 12 / 15	128 / 143 / 158 / 163 / 168	2471000
58	龙族之血	5 / 7 / 10 / 12 / 15	125 / 140 / 155 / 160 / 165	2471000
58	龙鳞	5 / 7 / 10 / 12 / 15	125 / 140 / 155 / 160 / 165	2471000
58	毛虫茧	5 / 7 / 10 / 12 / 15	125 / 140 / 155 / 160 / 165	2471000
58	魔蛇鸟肉	5 / 7 / 10 / 12 / 15	125 / 140 / 155 / 160 / 165	2471000
58	俄刻阿尼斯肉	5 / 7 / 10 / 12 / 15	125 / 140 / 155 / 160 / 165	2471000
57	巨龙之牙	5 / 7 / 10 / 12 / 15	122 / 137 / 152 / 157 / 162	2168000
57	巨龙的粗皮	5 / 7 / 10 / 12 / 15	122 / 137 / 152 / 157 / 162	2168000
57	俄刻阿尼斯蛋	5 / 7 / 10 / 12 / 15	122 / 137 / 152 / 157 / 162	2168000
56	长颈驼的唾液	5 / 7 / 10 / 12 / 15	119 / 134 / 149 / 154 / 159	2168000
56	火蛟鳞	5 / 7 / 10 / 12 / 15	119 / 134 / 149 / 154 / 159	2168000
55	长颈驼的粗皮	5 / 7 / 10 / 12 / 15	116 / 131 / 146 / 151 / 156	1860000
55	长颈驼肉	5 / 7 / 10 / 12 / 15	116 / 131 / 146 / 151 / 156	1860000
54	雷蛟鳞	5 / 7 / 10 / 12 / 15	113 / 128 / 143 / 148 / 153	1860000
53	双足飞龙的翼膜	5 / 7 / 10 / 12 / 15	110 / 125 / 140 / 145 / 150	1542000
53	飞龙的粗皮	5 / 7 / 10 / 12 / 15	110 / 125 / 140 / 145 / 150	1542000
52	深瞳之泪	5 / 7 / 10 / 12 / 15	105 / 120 / 135 / 140 / 145	1542000
52	熊脂	5 / 7 / 10 / 12 / 15	105 / 120 / 135 / 140 / 145	1542000
52	大脚雪人之牙	5 / 7 / 10 / 12 / 15	105 / 120 / 135 / 140 / 145	1542000
52	洛夫坦山羊雪花肉	5 / 7 / 10 / 12 / 15	105 / 120 / 135 / 140 / 145	1542000
51	寒冰陷阱草的叶子	5 / 7 / 10 / 12 / 15	100 / 115 / 130 / 135 / 140	1220000
51	明胶怪的肉	5 / 7 / 10 / 12 / 15	100 / 115 / 130 / 135 / 140	1220000
51	古鸟的粗皮	5 / 7 / 10 / 12 / 15	100 / 115 / 130 / 135 / 140	1220000
51	牦牛奶	5 / 7 / 10 / 12 / 15	100 / 115 / 130 / 135 / 140	1220000
51	冠恐鸟蛋	5 / 7 / 10 / 12 / 15	100 / 115 / 130 / 135 / 140	1220000
49	食人魔角	5 / 7 / 10 / 12 / 15	29 / 44 / 59 / 64 / 69	664000
49	白鬃毛	5 / 7 / 10 / 12 / 15	29 / 44 / 59 / 64 / 69	664000
48	盗龙的粗皮	5 / 7 / 10 / 12 / 15	28 / 43 / 58 / 63 / 68	664000
47	水蜥尾肉	5 / 7 / 10 / 12 / 15	27 / 42 / 57 / 62 / 67	619000
46	冥鬼的翅膀	5 / 7 / 10 / 12 / 15	26 / 41 / 56 / 61 / 66	619000
45	碧企鹅绵毛	5 / 7 / 10 / 12 / 15	25 / 40 / 55 / 60 / 65	557000
44	碧企鹅蛋	5 / 7 / 10 / 12 / 15	24 / 39 / 54 / 59 / 64	557000
43	水牛里脊	5 / 7 / 10 / 12 / 15	23 / 38 / 53 / 58 / 63	542000
42	石蜥蜴的蛋	5 / 7 / 10 / 12 / 15	22 / 37 / 52 / 57 / 62	542000
41	软糊怪的肉	5 / 7 / 10 / 12 / 15	21 / 36 / 51 / 56 / 61	526000
40	大口花的卷须	5 / 7 / 10 / 12 / 15	20 / 35 / 50 / 55 / 60	526000
39	盗龙筋腱	5 / 7 / 10 / 12 / 15	19 / 34 / 49 / 54 / 59	490000
38	榴弹怪的灰	5 / 7 / 10 / 12 / 15	18 / 33 / 48 / 53 / 58	490000
37	黑羊的粗皮	5 / 7 / 10 / 12 / 15	17 / 32 / 47 / 52 / 57	448000
36	六识之血	5 / 7 / 10 / 12 / 15	16 / 31 / 46 / 51 / 56	448000
35	绵羊毛	5 / 7 / 10 / 12 / 15	15 / 30 / 45 / 50 / 55	408000
34	毒蜥蜴的粗皮	5 / 7 / 10 / 12 / 15	14 / 29 / 44 / 49 / 54	408000
33	疣猪的粗皮	5 / 7 / 10 / 12 / 15	13 / 28 / 43 / 48 / 53	386000
32	骏鹰筋腱	5 / 7 / 10 / 12 / 15	12 / 27 / 42 / 47 / 52	386000
32	盗龙腿肉	5 / 7 / 10 / 12 / 15	12 / 27 / 42 / 47 / 52	386000
31	蚁酸	5 / 7 / 10 / 12 / 15	11 / 26 / 41 / 46 / 51	352000
30	魔界花的卷须	5 / 7 / 10 / 12 / 15	10 / 25 / 40 / 45 / 50	352000
30	陷阱草的叶子	5 / 7 / 10 / 12 / 15	10 / 25 / 40 / 45 / 50	352000
30	沙地巨虫之牙	5 / 7 / 10 / 12 / 15	10 / 25 / 40 / 45 / 50	352000
29	仙人掌的针	5 / 7 / 10 / 12 / 15	9 / 24 / 39 / 44 / 49	345000
29	青盲头蟹腿	5 / 7 / 10 / 12 / 15	9 / 24 / 39 / 44 / 49	345000
28	鬼鮟鱇肝脏	5 / 7 / 10 / 12 / 15	8 / 23 / 38 / 43 / 48	345000
28	野牛奶	5 / 7 / 10 / 12 / 15	8 / 23 / 38 / 43 / 48	345000
27	跳蜥蛋	5 / 7 / 10 / 12 / 15	7 / 22 / 37 / 42 / 47	321000
26	爆弹怪的灰	5 / 7 / 10 / 12 / 15	6 / 21 / 36 / 41 / 46	321000
26	巨蟾蜍的粗皮	5 / 7 / 10 / 12 / 15	6 / 21 / 36 / 41 / 46	321000
25	蜘蛛筋腱	5 / 7 / 10 / 12 / 15	5 / 20 / 35 / 40 / 45	272000
25	山羊肩肉	5 / 7 / 10 / 12 / 15	5 / 20 / 35 / 40 / 45	272000
25	树精的树汁	5 / 7 / 10 / 12 / 15	5 / 20 / 35 / 40 / 45	272000
25	黑狼之牙	5 / 7 / 10 / 12 / 15	5 / 20 / 35 / 40 / 45	272000
25	甲鳞之血	5 / 7 / 10 / 12 / 15	5 / 20 / 35 / 40 / 45	272000
25	山羊角	5 / 7 / 10 / 12 / 15	5 / 20 / 35 / 40 / 45	272000
24	蛛网	5 / 7 / 10 / 12 / 15	4 / 19 / 34 / 39 / 44	272000
23	兔蝓的酸液	5 / 7 / 10 / 12 / 15	3 / 18 / 33 / 38 / 43	261000
22	陆蟹蟹脚	5 / 7 / 10 / 12 / 15	2 / 17 / 32 / 37 / 42	261000
21	羚羊胫肉	5 / 7 / 10 / 12 / 15	1 / 16 / 31 / 36 / 41	249000
20	绿陆蟹甲壳	5 / 7 / 10 / 12 / 15	0 / 15 / 30 / 35 / 40	249000
19	渡渡鸟之羽	5 / 7 / 10 / 12 / 15	0 / 14 / 29 / 34 / 39	219000
18	山羊的粗皮	5 / 7 / 10 / 12 / 15	0 / 13 / 28 / 33 / 38	219000
17	水母伞帽	5 / 7 / 10 / 12 / 15	0 / 12 / 27 / 32 / 37	174000
16	小魔精的翅膀	5 / 7 / 10 / 12 / 15	0 / 11 / 26 / 31 / 36	174000
15	黄盲头蟹腿	5 / 7 / 10 / 12 / 15	0 / 10 / 25 / 30 / 35	131000
15	古菩猩猩之牙	5 / 7 / 10 / 12 / 15	0 / 10 / 25 / 30 / 35	131000
15	羚羊角	5 / 7 / 10 / 12 / 15	0 / 10 / 25 / 30 / 35	131000
14	蝙蝠的翅膀	5 / 7 / 10 / 12 / 15	0 / 9 / 24 / 29 / 34	131000
14	渡渡鸟蛋	5 / 7 / 10 / 12 / 15	0 / 9 / 24 / 29 / 34	131000
13	蛞蝓的粘液	5 / 7 / 10 / 12 / 15	0 / 8 / 23 / 28 / 33	102000
12	跳蜥的翅膀	5 / 7 / 10 / 12 / 15	0 / 7 / 22 / 27 / 32	102000
12	鼹鼠肉	5 / 7 / 10 / 12 / 15	0 / 7 / 22 / 27 / 32	102000
11	水母的刺丝囊	5 / 7 / 10 / 12 / 15	0 / 6 / 21 / 26 / 31	74000
11	渡渡鸟胸肉	5 / 7 / 10 / 12 / 15	0 / 6 / 21 / 26 / 31	74000
10	柔韧的筋腱	5 / 7 / 10 / 12 / 15	0 / 5 / 20 / 25 / 30	74000
10	妖红花的叶子	5 / 7 / 10 / 12 / 15	0 / 5 / 20 / 25 / 30	74000
10	蝙蝠牙	5 / 7 / 10 / 12 / 15	0 / 5 / 20 / 25 / 30	74000
9	羊后腰肉	5 / 7 / 10 / 12 / 15	0 / 5 / 19 / 24 / 29	50000
8	不光滑的粗皮	5 / 7 / 10 / 12 / 15	0 / 5 / 18 / 23 / 28	50000
7	栗鼠肉	5 / 7 / 10 / 12 / 15	0 / 5 / 17 / 22 / 27	30000
6	百兽之血	5 / 7 / 10 / 12 / 15	0 / 5 / 16 / 21 / 26	30000
5	牡羊角	5 / 7 / 10 / 12 / 15	0 / 5 / 15 / 20 / 25	14000
4	蜂蜜	5 / 7 / 10 / 12 / 15	0 / 5 / 14 / 19 / 24	14000
3	尖叫菇	5 / 7 / 10 / 12 / 15	0 / 5 / 13 / 18 / 23	8000
2	结实的筋腱	5 / 7 / 10 / 12 / 15	0 / 5 / 12 / 17 / 22	8000
1	柔软的粗皮	5 / 7 / 10 / 12 / 15	0 / 5 / 11 / 16 / 21	5000
